Bin_1 Bin_2 Bin_3 Bin_4 Bin_5 Bin_6 Bin_7 Bin_8 Bin_9 Bin_10 Bin_11 Bin_12
0.0483355846924152 0.0618719006026159 0.0719335001171573 0.0771460683813888 0.0838275314901558 0.0826898224698129 0.0830091481159285 0.092604040104775 0.0973842642009146 0.0977394657739284 0.101303133538696 0.102155540512212
0.0565094011144788 0.0719560602631059 0.0784388509591551 0.0791494025836563 0.0841517099153868 0.0819606789424341 0.0826715064953162 0.0882100693948373 0.0900812366474275 0.0911752464917679 0.0988849134182642 0.0968109237741699
0.0245285318234033 0.0340598853818747 0.0491485443901883 0.0617606193387986 0.076141445360179 0.0809598819801268 0.0905116101002537 0.101817405740713 0.110584017737909 0.116625206129401 0.124538561525294 0.129324290491859
0.0342551580139051 0.0437075020445658 0.0580871171559725 0.0660993321252574 0.0803067689682905 0.0871155042901802 0.0890193357637509 0.0973374927132428 0.102737525644268 0.106715443280033 0.116100569462279 0.118518250538256
0.0386046717788381 0.044113572464438 0.0571984430515183 0.0682675797702517 0.0794142771695751 0.0822374219950245 0.0908909917892839 0.0988748771218475 0.105330587403329 0.105661427168698 0.11251823465774 0.116887915629456
0.0276034886579164 0.0399676664290661 0.0526926141517569 0.0627961282619776 0.0742777838560341 0.0810599509843245 0.0884447061177308 0.0992613921733466 0.107833361544717 0.113400394509378 0.124018946943192 0.128643566370559
0.0488339249307427 0.0651605242962279 0.0769151341869678 0.0800167136149292 0.0854792853627667 0.0843082635317008 0.0900686182217177 0.0922139517236757 0.0927833272675065 0.0920596407593182 0.0968904623244534 0.0952701537799935
0.0378659667766291 0.0498265728856998 0.062096238200769 0.0688517184538835 0.0786111857054422 0.0844744193421125 0.0869426142042887 0.0948207658435272 0.102333201756354 0.105337179694168 0.112992621854214 0.115847515282912
0.0432192524105088 0.0584186640252822 0.0707373423662416 0.0759316746351427 0.0845993912177179 0.0849199492688195 0.0924859804844252 0.0929321144067884 0.0953270933786303 0.0970385498139283 0.101226799794871 0.103163188197644
0.0522489437977439 0.0673145406077929 0.0750086209050876 0.0795528829362185 0.0842048498863984 0.0828333829131017 0.0907058723264476 0.0922902362905165 0.094377413545855 0.0913490668308875 0.0931548795284603 0.0969593104314901
0.0483939329309312 0.0614817573035151 0.0707465514612126 0.0758518748323862 0.0818946437274 0.0838222794665098 0.0903952022356311 0.093112927586826 0.0960249703217816 0.0960759997589357 0.100323727473593 0.101876132901278
0.0351469563216947 0.0494510207478134 0.0608386161611831 0.0684341834143781 0.0798497158496635 0.0830271713416009 0.0888222375858454 0.0970826101081591 0.103443360636597 0.105971014806562 0.112260580607602 0.115672532418901
0.0507974415413092 0.0641177624890794 0.0726011939344698 0.075962683350898 0.082080735929276 0.0829623596553394 0.087810583980932 0.091556824674407 0.0949544913564354 0.0954518922444223 0.0994558861588798 0.102248144684552
0.0281635321259843 0.038247880109574 0.0523784081166253 0.0640357001985631 0.0779801929643637 0.0844144232048179 0.0914303037639415 0.101696641158566 0.109644609794129 0.11163194519299 0.118848002804517 0.121528360565929
0.0447378840676527 0.0569306240828932 0.0661370642660356 0.0750556701651101 0.0816567773259249 0.0851685838525837 0.089309556982792 0.0959565052271963 0.09761069673887 0.098823279947329 0.102696475221527 0.105916882122086
0.064182956267443 0.0846819655035157 0.0901556734151906 0.0854293762016092 0.0905427394418316 0.0863760619470727 0.0844735896856924 0.0838165926446599 0.0828757285809351 0.0828399008424685 0.0835856863356485 0.0810397291339327
0.0250291643751774 0.0320639380354716 0.0479235429940489 0.0640291459209573 0.0804626251958956 0.0840329914487955 0.0930485496667877 0.103826126684998 0.111000392528936 0.114059028420825 0.120650250210355 0.123874244517753
0.0416454374726421 0.0549329301261499 0.0666484493047759 0.0722238025136652 0.0812278833320253 0.0824435915549822 0.0878234832054372 0.0954205403183184 0.0993539745534789 0.102328348916601 0.107891313725917 0.108060244976007
0.0337409744351667 0.0433572411364655 0.0568736948940056 0.0677738020561921 0.0812586763959975 0.0831267490662879 0.0894419384714182 0.0999040122006742 0.10606748018504 0.108801864773137 0.114081895469563 0.115571670916053
0.028315015382588 0.0388841667756594 0.0526356907208126 0.065040440569704 0.0784166188588588 0.0833162202230879 0.0910004936924232 0.102402660795001 0.109041739986558 0.111823244748711 0.118096386807201 0.121027321439396
0.0347447018313645 0.0441503236242416 0.0576069728603184 0.0669766718165646 0.0781018612490314 0.0831362196361951 0.0884867852423355 0.097872993479102 0.105191631206448 0.108174935430829 0.117741599541983 0.117815304081587
0.0367569176771952 0.049581080098147 0.0592560586815618 0.0669847132201218 0.0765510463802603 0.0802361526024463 0.0871239750385405 0.0974299819171854 0.10412846521198 0.107655881896708 0.114854365681697 0.119441361594157
0.0500505465258194 0.0601477035165266 0.0693955614371459 0.0736198516004309 0.0821949950592598 0.0831974449291448 0.0883111157715386 0.0931948385056224 0.0966811407308048 0.0974607643179492 0.102046980044369 0.103699057561389
0.0392863256172816 0.0529526191009974 0.0624739518947476 0.0685782858003163 0.0772813009965772 0.0811101313490282 0.0862750204500029 0.0949783778296975 0.100025068242669 0.107028378496894 0.114205127388209 0.11580541283358
0.0331264761061551 0.0516987788793826 0.0600351724764952 0.0649550681100321 0.0722457502687498 0.0751073351143032 0.0843361490588937 0.0958822805282447 0.10319563406175 0.108899771985861 0.122545613363184 0.127971970046949
0.0341803479123124 0.0460990658816372 0.0581007815422873 0.0643362504427332 0.0741764433856946 0.0754508833701558 0.0863989249595731 0.0969396727421458 0.104882855103883 0.110292438101624 0.122465199981896 0.126677136576058
0.0475394025938774 0.0544218307789269 0.0680666854917248 0.0748033169659734 0.0820411350744668 0.0859898731046503 0.0988237286971872 0.0942861589722847 0.106089070284385 0.0977606371411246 0.0974119280277093 0.0927662328676895
0.0258208979440612 0.0320909381101161 0.0480778811120389 0.0599014210352627 0.0748835349261305 0.0779776437147029 0.0868770350404329 0.105800618638072 0.116196109000982 0.120740218570528 0.125287545881281 0.126346156026392
0.0221034244079147 0.0279073223291015 0.0410162509228097 0.0537887065902082 0.0704644414775845 0.0858951357660853 0.0836867552140449 0.103278819571903 0.113568687282134 0.121942798878835 0.144499055691494 0.131848601867884
0.0597018887635354 0.0826926474662023 0.0891658068120311 0.0856333592731106 0.0866876260400302 0.0825040434240632 0.0781921481581397 0.0874651552616515 0.0893299144030918 0.087594255767547 0.0858283865709104 0.0852047680596869
0.0400725143280443 0.053383340354306 0.0654256790462307 0.0707844520202612 0.0789693135525521 0.078990261731563 0.087113964584903 0.0975403779475992 0.102852570001754 0.103937158551442 0.109767823734464 0.11116254414688
0.0368990790850688 0.0505188854329844 0.06366438936129 0.0731123479558814 0.0834557489749496 0.0853954039401117 0.0864482338209741 0.0946594312143602 0.100761695875797 0.104550472788056 0.109100675122961 0.111433636427565
0.0349242526626385 0.0501185785382908 0.061020333942197 0.0685184115161604 0.077698318364803 0.0818491373926273 0.0878290053047528 0.0970857730540279 0.103176439680882 0.106051025062704 0.113931980143993 0.117796744336923
0.0625895248411411 0.0810564546905285 0.0828199377486089 0.0845999110206581 0.088412168896512 0.0833935454289739 0.0822937547408256 0.0837923036438431 0.0862144015268135 0.0864749224561634 0.0872621169597396 0.0910909580461924
0.0615871236619199 0.0800540580732021 0.0872582548526796 0.0873659805010271 0.0892881914851224 0.087262392050525 0.0854429058558953 0.0851129229270889 0.0855380936444886 0.0829927301767528 0.0848190503722303 0.0832782963990679
0.026545569382264 0.0345565458416265 0.048569447324518 0.0641437982545804 0.0788201209553151 0.0836762037873548 0.0912702566362456 0.102877219536074 0.110351296516791 0.114169201533538 0.121355563182685 0.123664777049008
0.0450993101401283 0.0551545375874209 0.0690924729100438 0.0750924499111899 0.0833452662971575 0.0842769671316064 0.0895490679645573 0.0939679244234897 0.0964062830783609 0.0980923887810875 0.103494430742457 0.106428901032501
0.0322626160266042 0.0403907413470876 0.0547780171675154 0.0666126953102737 0.0802306562884958 0.0884899875945818 0.0909503709687847 0.100177579529679 0.107026653639817 0.110299765617824 0.113750998389887 0.115029918119449
0.0658221727891312 0.0794617259123285 0.0835492071810063 0.0821091191443752 0.0838854007807467 0.083763864625802 0.0844444374256716 0.0851498744953036 0.0864709059749664 0.088099526034279 0.0898229163413671 0.0874208492950223
0.0344807507333953 0.0462767520787425 0.059467635547977 0.0673000703682308 0.078933734539943 0.0831213147549847 0.0888160167766527 0.0987324229400401 0.104775919421961 0.107321528895978 0.115194100537544 0.115579753404551
0.0409428355768986 0.0547387603068752 0.0675714140869746 0.0729671329012281 0.082319352519992 0.0817474602154221 0.0895288973298968 0.0957844704563989 0.10093629365066 0.101170508079237 0.10528218063522 0.107010694241197
0.0264585336215889 0.0353833464809379 0.0496176758312936 0.0616009661198927 0.0761070310579465 0.0808778273430185 0.0909419347598254 0.102770850199598 0.111034669976703 0.114823179071761 0.123659380097605 0.126724605439829
0.0285502359705032 0.0500174013641711 0.0632887254236265 0.0717531325569933 0.0821583653342234 0.0845531794539872 0.0900735411561843 0.0991194708792495 0.103988562456827 0.1055678290238 0.110170236221735 0.110759320158699
0.0442552467412156 0.0575689486893885 0.0718939723264286 0.0735489695742708 0.0801918553060893 0.0809708941006265 0.087608630134146 0.0959417760369615 0.0998710874345601 0.0998686113038971 0.103210700818533 0.105069307533883
0.0271621122891491 0.0372851872693057 0.0530021807752613 0.0649687046559789 0.0780154460292634 0.0833494641724176 0.0903139017190187 0.102693961846847 0.108983492458869 0.112419537905626 0.120161978571848 0.121644032306415
0.0620174195104079 0.0824919823088848 0.0859102727013114 0.0848665088610041 0.0878666920242865 0.0843684605159377 0.0852380735503847 0.0876105710288119 0.0863054398349985 0.084610227803849 0.0855166216345981 0.0831977302255254
0.0454897961715261 0.0627169920838306 0.0738622042681509 0.0765702931219218 0.0834329561970473 0.0822387104167975 0.0868013299776799 0.0928062693910222 0.0966918889137019 0.0978271662020276 0.100461275369677 0.101101117886617
0.0257107678507018 0.0325052843318911 0.0487514700571752 0.0601486858103754 0.0726906764176661 0.0778916940446138 0.0889659816738937 0.102609833774158 0.112786901104373 0.118774815722536 0.127589397623828 0.131574491588788
0.0468673511710365 0.0614878614544175 0.0744038275840841 0.0814995760252608 0.0871522833990729 0.0856119396073567 0.0855527382195816 0.0915196044190842 0.0961943061673091 0.0961114637720246 0.0969357800368711 0.0966632681439009
0.0508919884410301 0.0723667422376566 0.0848512035021736 0.0855741187879422 0.0897505400815432 0.0877167020309977 0.0861513571034623 0.0889049252492494 0.0902137305632596 0.0884284282789335 0.0887585134764743 0.0863917502472776
0.0297935368836457 0.0406558624043301 0.0548491557889749 0.0638005067667621 0.0771088421521145 0.0815791844823188 0.0902128387185894 0.100881882038419 0.108269604135072 0.112115362671304 0.11880992044151 0.12192330351696
